,gameId,playId,playDescription,quarter,possessionTeam,kickerId,returnerId,yardlineSide,yardlineNumber,gameClock,penaltyCodes,penaltyJerseyNumbers,penaltyYards,preSnapHomeScore,preSnapVisitorScore,kickLength,kickReturnYardage,absoluteYardlineNumber,hangTime,kickType,kickDirectionIntended,kickDirectionActual,returnDirectionIntended,returnDirectionActual,missedTackler,assistTackler,tackler,kickoffReturnFormation,specialTeamsSafeties
272,2018091612,2012,S.Gostkowski kicks 72 yards from NE 35 to JAX -7. J.Mickens to JAX 19 for 26 yards (B.King).,3,NE,30932.0,44029,NE,35,15:00:00,NP,NP,0,21,3,72.0,26.0,75,4.09,D,C,C,R,R,returner_tackled,Solo,NE 36,8-0-2,NE 21; NE 32
273,2018091612,2164,"J.Lambo kicks 70 yards from JAX 35 to NE -5. C.Patterson to NE 20 for 25 yards (D.Payne). PENALTY on NE-E.Roberts, Illegal Block Above the Waist, 10 yards, enforced at NE 20.",3,JAX,43068.0,39975,JAX,35,07:50:00,IBW,NE 52,10,24,3,70.0,25.0,45,4.46,D,R,R,L,L,returner_tackled,Solo,JAX 52,8-0-2,JAX 26; JAX 36
275,2018091612,3062,"S.Gostkowski kicks 44 yards from NE 35 to JAX 21. C.Grant pushed ob at JAX 27 for 6 yards (J.McCourty). PENALTY on JAX-L.McCray, Illegal Block Above the Waist, 10 yards, enforced at JAX 27.",4,NE,30932.0,42762,NE,35,14:10:00,IBW,JAX 55,10,24,13,44.0,6.0,45,2.87,P,L,L,R,R,returner_tackled,Solo,NE 30,8-0-2,NE 21; NE 32
277,2018091612,3780,S.Gostkowski kicks 38 yards from 50 to JAX 12. D.Chark to JAX 16 for 4 yards (M.Slater).,4,NE,30932.0,46130,midfield,50,03:40:00,NP,NP,0,31,20,38.0,4.0,60,2.57,P,L,L,R,R,returner_tackled,Solo,NE 18,8-0-2,NE 21; NE 32
281,2018091613,1872,B.Maher kicks 67 yards from DAL 35 to NYG -2. C.Latimer to NYG 28 for 30 yards (R.Smith).,3,DAL,40775.0,41285,DAL,35,15:00:00,NP,NP,0,10,0,67.0,30.0,45,4.24,D,C,C,R,R,returner_tackled,Solo,DAL 45,8-0-2,DAL 24; DAL 31
282,2018091613,2135,B.Maher kicks 67 yards from DAL 35 to NYG -2. C.Latimer to NYG 24 for 26 yards (R.Smith; J.Thomas).,3,DAL,40775.0,41285,DAL,35,10:43:00,NP,NP,0,13,0,67.0,26.0,45,4.09,D,C,C,R,R,returner_tackled,DAL 48,DAL 45,8-0-2,no safety
292,2018091700,3399,M.Dickson kicks 49 yards from 50 to CHI 1. A.Miller to CHI 15 for 14 yards (T.Madden).,4,SEA,46218.0,46120,midfield,50,10:13:00,NP,NP,0,17,10,49.0,14.0,60,3.63,K,C,C,C,C,returner_tackled,Solo,SEA 38,8-0-1,SEA 28; SEA 33
297,2018092000,1364,J.Myers kicks 73 yards from NYJ 20 to CLE 7. T.Carrie to CLE 26 for 19 yards (N.Hewitt).,2,NYJ,41175.0,41448,NYJ,20,07:54:00,NP,NP,0,0,14,73.0,19.0,30,3.83,D,R,C,C,C,returner_tackled,Solo,NYJ 46,8-0-1,NYJ 27; NYJ 33
300,2018092000,2817,"G.Joseph kicks 67 yards from CLE 35 to NYJ -2. A.Roberts to NYJ 34 for 36 yards (E.Gaines). PENALTY on NYJ-C.Herndon, Offensive Holding, 10 yards, enforced at NYJ 20.",3,CLE,46634.0,35527,CLE,35,05:21:00,OH,NYJ 89,10,6,14,67.0,22.0,45,3.67,D,C,C,C,C,CLE 26; CLE 54,NT,NT,8-0-2,CLE 26; CLE 28
308,2018092300,1735,W.Lutz kicks 70 yards from NO 35 to ATL -5. M.Hall to ATL 25 for 30 yards (M.Gillislee).,2,NO,43689.0,44074,NO,35,03:06:00,NP,NP,0,7,13,70.0,30.0,45,4.2,D,L,L,R,R,returner_tackled,Solo,NO 52,8-0-2,NO 21; NO 43
309,2018092300,1824,M.Bosher kicks 65 yards from ATL 35 to NO 0. T.Hill to NO 23 for 23 yards (D.Kazee).,2,ATL,37267.0,45244,ATL,35,02:12:00,NP,NP,0,14,13,65.0,23.0,75,4.12,D,R,R,C,C,returner_tackled,Solo,ATL 27,8-0-2,ATL 17; ATL 23
313,2018092300,2914,W.Lutz kicks 65 yards from NO 35 to ATL 0. M.Hall to ATL 18 for 18 yards (J.Gray).,3,NO,43689.0,44074,NO,35,06:07:00,NP,NP,0,21,23,65.0,18.0,45,4.06,D,C,C,C,C,returner_tackled,Solo,NO 48,8-0-2,NO 24; NO 43
316,2018092300,3836,M.Bosher kicks 64 yards from ATL 35 to NO 1. T.Hill to NO 19 for 18 yards (J.Hardy).,4,ATL,37267.0,45244,ATL,35,06:58:00,NP,NP,0,37,30,64.0,18.0,45,4.14,D,R,R,C,C,returner_tackled,ATL 14,ATL 83,8-0-2,ATL 17; ATL 23
317,2018092300,4151,W.Lutz kicks 65 yards from NO 35 to ATL 0. M.Hall to ATL 26 for 26 yards (V.Bell).,4,NO,43689.0,44074,NO,35,01:15:00,NP,NP,0,37,37,65.0,26.0,75,4.19,D,L,C,R,R,returner_tackled,Solo,NO 24,8-0-2,NO 24; NO 43
318,2018092300,4381,M.Bosher kicks 68 yards from ATL 35 to NO -3. T.Hill to NO 20 for 23 yards (M.Hall; K.Ishmael).,5,ATL,37267.0,45244,ATL,35,10:00:00,NP,NP,0,37,37,68.0,23.0,45,4.14,D,R,C,C,C,returner_tackled,Solo,ATL 17,8-0-2,ATL 17; ATL 23
319,2018092301,36,B.McManus kicks 67 yards from DEN 35 to BAL -2. T.White to BAL 16 for 18 yards (J.Jones).,1,DEN,40276.0,45272,DEN,35,15:00:00,NP,NP,0,0,0,67.0,18.0,75,3.89,D,C,C,R,R,returner_tackled,Solo,DEN 43,8-0-2,DEN 17; DEN 34
320,2018092301,185,"B.McManus kicks 65 yards from DEN 35 to BAL 00. T.White to BAL 37 for 37 yards (W.Parks). PENALTY on DEN-I.Yiadom, Unnecessary Roughness, 15 yards, enforced at BAL 37.",1,DEN,40276.0,45272,DEN,35,13:29:00,UNRd,DEN 41,-15,0,7,65.0,37.0,75,4.01,D,R,R,L,L,returner_tackled,Solo,DEN 34,8-0-2,DEN 17; DEN 34
322,2018092301,637,B.McManus kicks 62 yards from DEN 35 to BAL 3. T.White to BAL 26 for 23 yards (A.Janovich).,1,DEN,40276.0,45272,DEN,35,07:02:00,NP,NP,0,7,14,62.0,23.0,75,4.11,D,C,C,C,C,returner_tackled,Solo,DEN 32,8-0-2,DEN 17; DEN 34
323,2018092301,855,J.Tucker kicks 62 yards from BAL 35 to DEN 3. P.Lindsay to DEN 21 for 18 yards (A.McClellan).,1,BAL,39470.0,46367,BAL,35,03:38:00,NP,NP,0,10,14,62.0,18.0,45,4.1,D,C,C,C,C,returner_tackled,Solo,BAL 50,8-0-2,BAL 27; BAL 36
325,2018092301,2386,J.Tucker kicks 65 yards from BAL 35 to DEN 00. D.Booker to DEN 23 for 23 yards (A.Levine Sr.).,3,BAL,39470.0,43425,BAL,35,15:00:00,NP,NP,0,20,14,65.0,23.0,75,4.09,D,R,R,R,L,BAL 56,BAL 41,BAL 10,8-0-2,BAL 27; BAL 36
337,2018092303,36,A.Rosas kicks 58 yards from NYG 35 to HOU 7. T.Ervin to HOU 26 for 19 yards (M.Thomas).,1,NYG,43937.0,43408,NYG,35,15:00:00,NP,NP,0,0,0,58.0,19.0,75,4.15,D,R,R,L,L,returner_tackled,Solo,NYG 31,8-0-2,NYG 20; NYG 36
339,2018092303,637,A.Rosas kicks 65 yards from NYG 35 to HOU 0. T.Ervin pushed ob at HOU 22 for 22 yards (L.Carter; K.Wynn).,1,NYG,43937.0,43408,NYG,35,04:10:00,NP,NP,0,3,7,65.0,22.0,75,4.33,D,R,R,L,L,returner_tackled,Solo,NYG 59,8-0-2,NYG 20; NYG 21
343,2018092303,2041,K.Fairbairn kicks 61 yards from HOU 35 to NYG 4. C.Latimer to NYG 22 for 18 yards (A.Moore).,3,HOU,43846.0,41285,HOU,35,15:00:00,NP,NP,0,6,20,61.0,18.0,45,4.39,D,R,R,L,L,returner_tackled,Solo,HOU 33,8-0-2,HOU 20; HOU 31
344,2018092303,2350,K.Fairbairn kicks 62 yards from HOU 35 to NYG 3. S.Coley to NYG 9 for 6 yards (G.Howell).,3,HOU,43846.0,45032,HOU,35,08:41:00,NP,NP,0,9,20,62.0,6.0,45,4.18,D,R,R,C,R,returner_tackled,Solo,HOU 38,8-0-2,HOU 20; HOU 31
345,2018092303,3316,K.Fairbairn kicks 63 yards from HOU 35 to NYG 2. S.Coley to NYG 23 for 21 yards (J.Bademosi).,4,HOU,43846.0,45032,HOU,35,07:37:00,NP,NP,0,15,20,63.0,21.0,75,4.33,D,R,R,C,C,returner_tackled,Solo,HOU 52,8-0-2,HOU 20; HOU 31
349,2018092304,713,R.Succop kicks 64 yards from TEN 35 to JAX 1. J.Mickens to JAX 26 for 25 yards (J.Brown).,1,TEN,34707.0,44029,TEN,35,04:59:00,NP,NP,0,0,3,64.0,25.0,45,3.54,D,L,L,C,C,returner_tackled,Solo,TEN 55,8-0-2,TEN 24; TEN 36
355,2018092305,36,H.Butker kicks 69 yards from KC 35 to SF -4. D.Reed to SF 19 for 23 yards (A.Sherman).,1,KC,45046.0,46211,KC,35,15:00:00,NP,NP,0,0,0,69.0,23.0,75,4.12,D,R,R,C,C,returner_tackled,KC 48,KC 42,8-0-2,KC 13; KC 39
366,2018092305,4250,B.Pinion kicks 68 yards from SF 35 to KC -3. D.Thomas to KC 22 for 25 yards (C.Wick).,4,SF,42508.0,41353,SF,35,05:17:00,NP,NP,0,38,27,68.0,25.0,45,4.22,D,C,C,C,C,returner_tackled,SF 53,SF 89,8-0-2,SF 23; SF 81
368,2018092306,161,M.Nugent kicks 66 yards from OAK 35 to MIA -1. J.Grant to MIA 28 for 29 yards (N.Morrow).,1,OAK,29874.0,43475,OAK,35,13:34:00,NP,NP,0,0,7,66.0,29.0,75,3.75,D,C,C,C,C,returner_tackled,Solo,OAK 50,8-0-2,OAK 31; OAK 45
370,2018092306,1610,M.Nugent kicks 67 yards from OAK 35 to MIA -2. J.Grant to MIA 24 for 26 yards (D.Harris).,2,OAK,29874.0,43475,OAK,35,03:34:00,NP,NP,0,7,10,67.0,26.0,45,3.92,D,R,R,C,L,returner_tackled,Solo,OAK 17,8-0-2,OAK 31; OAK 45
371,2018092306,1960,M.Nugent kicks 60 yards from OAK 35 to MIA 5. J.Grant to MIA 23 for 18 yards (D.Carrier).,3,OAK,29874.0,43475,OAK,35,15:00:00,NP,NP,0,7,10,60.0,18.0,45,3.88,D,C,C,C,C,OAK 30,Solo,OAK 85,8-0-2,OAK 31; OAK 45
372,2018092306,2540,M.Nugent kicks 67 yards from OAK 35 to MIA -2. J.Grant pushed ob at MIA 30 for 32 yards (R.Nelson).,3,OAK,29874.0,43475,OAK,35,02:58:00,NP,NP,0,7,17,67.0,32.0,45,3.71,D,C,C,R,R,OAK 25,Solo,OAK 27,8-0-2,OAK 27; OAK 45
374,2018092306,3232,"J.Sanders kicks 63 yards from MIA 35 to OAK 2. D.Harris to OAK 20 for 18 yards (S.Anthony; B.McCain). PENALTY on OAK-D.Carrier, Unnecessary Roughness, 10 yards, enforced at OAK 20.",4,MIA,46298.0,37251,MIA,35,07:18:00,UNRd,OAK 85,10,21,17,63.0,18.0,45,4.02,D,C,C,C,C,NT,NT,NT,8-0-2,MIA 22; MIA 28
375,2018092306,3589,J.Sanders kicks 61 yards from MIA 35 to OAK 4. D.Harris to OAK 25 for 21 yards (C.Armstrong).,4,MIA,46298.0,37251,MIA,35,02:00:00,NP,NP,0,28,17,61.0,21.0,45,4.27,D,C,C,C,C,returner_tackled,Solo,MIA 31,8-0-2,MIA 22; MIA 28
378,2018092307,310,"S.Hauschka kicks 68 yards from BUF 35 to MIN -3. M.Hughes to MIN 22 for 25 yards (T.Johnson, J.Stanford). PENALTY on MIN-H.Hill, Unnecessary Roughness, 7 yards, enforced at MIN 14.",1,BUF,33469.0,46099,BUF,35,10:01:00,UNR,MIN 24,7,0,7,68.0,17.0,75,4.12,D,R,R,C,C,BUF 26,NT,NT,8-0-2,BUF 24; BUF 30
381,2018092307,1243,"S.Hauschka kicks 69 yards from BUF 35 to MIN -4. M.Hughes to MIN 17 for 21 yards (S.Neal). PENALTY on MIN-E.Wilson, Offensive Holding, 9 yards, enforced at MIN 17.",2,BUF,33469.0,46099,BUF,35,12:14:00,OH,MIN 50,9,0,24,69.0,21.0,45,3.98,D,C,C,C,C,returner_tackled,Solo,BUF 29,8-0-2,BUF 24; BUF 30
382,2018092307,1618,S.Hauschka kicks 69 yards from BUF 35 to MIN -4. A.Robinson to MIN 17 for 21 yards (D.Lacey).,2,BUF,33469.0,37253,BUF,35,06:16:00,NP,NP,0,0,27,69.0,21.0,45,4.2,D,C,C,L,L,returner_tackled,Solo,BUF 44,8-0-2,BUF 24; BUF 30
385,2018092308,36,J.Elliott kicks 60 yards from PHI 35 to IND 5. Z.Pascal to IND 30 for 25 yards (M.Jenkins).,1,PHI,44966.0,45102,PHI,35,15:00:00,NP,NP,0,0,0,60.0,25.0,45,3.98,D,C,C,C,C,PHI 57,Solo,PHI 27,8-0-2,PHI 23; PHI 27
386,2018092308,467,"J.Elliott kicks 61 yards from PHI 35 to IND 4. Z.Pascal to IND 32 for 28 yards (A.Maddox, D.Alexander). PENALTY on IND-M.Johnson, Illegal Wedge, 7 yards, enforced at IND 14.",1,PHI,44966.0,45102,PHI,35,07:10:00,WED,IND 16,7,7,0,61.0,10.0,45,4.01,D,C,C,C,C,PHI 50,NT,NT,8-0-2,PHI 23; PHI 31
389,2018092308,2043,R.Sanchez kicks 65 yards from IND 35 to PHI 0. W.Smallwood to PHI 17 for 17 yards (C.Moore; M.Adams).,3,IND,45153.0,43442,IND,35,15:00:00,NP,NP,0,10,7,65.0,17.0,75,3.95,D,C,C,L,L,returner_tackled,IND 49,IND 36,8-0-2,IND 23; IND 41
391,2018092308,2512,R.Sanchez kicks 62 yards from IND 35 to PHI 3. W.Smallwood to PHI 19 for 16 yards (M.Johnson).,3,IND,45153.0,43442,IND,35,08:23:00,NP,NP,0,10,13,62.0,16.0,75,3.98,D,C,C,C,C,returner_tackled,Solo,IND 16,8-0-2,IND 23; IND 41
400,2018092309,1740,M.Crosby kicks 54 yards from GB 35 to WAS 11. D.Johnson to WAS 26 for 15 yards (J.Alexander).,2,GB,32386.0,46329,GB,35,02:15:00,NP,NP,0,21,10,54.0,15.0,45,3.53,P,R,R,L,L,returner_tackled,Solo,GB 23,8-0-1,GB 23; GB 37
403,2018092309,2610,M.Crosby kicks 66 yards from GB 35 to WAS -1. G.Stroman to WAS 17 for 18 yards (M.Valdes-Scantling).,3,GB,32386.0,46310,GB,35,07:58:00,NP,NP,0,28,17,66.0,18.0,45,4.05,D,C,C,R,R,returner_tackled,Solo,GB 83,8-0-1,GB 23; GB 37
410,2018092310,1833,C.Sturgis kicks 72 yards from LAC 35 to LA -7. J.Natson to LA 17 for 24 yards (J.Brown).,2,LAC,40114.0,45150,LAC,35,03:12:00,NP,NP,0,21,13,72.0,24.0,75,3.68,D,C,C,L,C,returner_tackled,Solo,LAC 57,8-0-2,LAC 31; LAC 43
413,2018092310,2638,C.Sturgis kicks 68 yards from LAC 35 to LA -3. B.Countess to LA 23 for 26 yards (U.Nwosu).,3,LAC,40114.0,43485,LAC,35,08:18:00,NP,NP,0,28,20,68.0,26.0,45,3.69,D,C,C,C,C,returner_tackled,Solo,LAC 42,8-0-2,LAC 31; LAC 43
414,2018092310,2981,S.Ficken kicks 64 yards from LA 35 to LAC 1. J.Jones to LAC 34 for 33 yards (S.Ficken).,3,LA,44240.0,46744,LA,35,03:19:00,NP,NP,0,35,20,64.0,33.0,75,4.09,D,C,C,R,R,returner_tackled,Solo,LA 05,8-0-2,LA 23; LA 37
415,2018092310,3332,"C.Sturgis kicks 70 yards from LAC 35 to LA -5. B.Countess to LA 20 for 25 yards (K.Emanuel). PENALTY on LA-J.Davis, Unnecessary Roughness, 10 yards, enforced at LA 20.",4,LAC,40114.0,43485,LAC,35,11:49:00,UNR,LA 33,10,35,23,70.0,25.0,75,3.6,D,C,C,R,R,returner_tackled,Solo,LAC 51,8-0-2,LAC 31; LAC 43
424,2018092312,45,"S.Janikowski kicks 66 yards from SEA 35 to DAL -1. D.Thompson to DAL 34 for 35 yards (A.Calitro, A.King).",1,SEA,25326.0,39292,SEA,35,15:00:00,NP,NP,0,0,0,66.0,35.0,75,3.75,D,C,C,C,R,returner_tackled,Solo,SEA 58,8-0-2,no safety
425,2018092312,1434,S.Janikowski kicks 66 yards from SEA 35 to DAL -1. D.Thompson to DAL 21 for 22 yards (S.Luani).,2,SEA,25326.0,39292,SEA,35,09:28:00,NP,NP,0,7,0,66.0,22.0,45,3.01,D,C,C,C,C,returner_tackled,Solo,SEA 24,8-0-2,SEA 28; SEA 33
426,2018092312,1688,B.Maher kicks 63 yards from DAL 35 to SEA 2. T.Lockett to SEA 25 for 23 yards (J.Thomas; J.Olawale).,2,DAL,40775.0,42412,DAL,35,05:26:00,NP,NP,0,7,3,63.0,23.0,75,3.91,D,C,C,R,R,returner_tackled,DAL 49,DAL 48,8-0-2,DAL 24; DAL 31
428,2018092312,2296,B.Maher kicks 65 yards from DAL 35 to SEA 0. T.Lockett to SEA 16 for 16 yards (K.Frazier).,3,DAL,40775.0,42412,DAL,35,15:00:00,NP,NP,0,17,3,65.0,16.0,75,3.17,D,C,C,C,C,returner_tackled,Solo,DAL 35,8-0-2,DAL 24; DAL 31
429,2018092312,2850,B.Maher kicks 64 yards from DAL 35 to SEA 1. T.Lockett to SEA 28 for 27 yards (A.Brown).,3,DAL,40775.0,42412,DAL,35,03:43:00,NP,NP,0,17,6,64.0,27.0,75,3.96,D,C,C,C,C,returner_tackled,DAL 30,DAL 48,8-0-2,DAL 24; DAL 31
432,2018092313,36,S.Martin kicks 68 yards from DET 35 to NE -3. C.Patterson to NE 42 for 45 yards (T.Tabor).,1,DET,40113.0,39975,DET,35,15:00:00,NP,NP,0,0,0,68.0,45.0,45,3.96,D,C,C,R,R,DET 43,Solo,DET 31,8-0-2,DET 24; DET 31
439,2018092313,2490,S.Martin kicks 69 yards from DET 35 to NE -4. C.Patterson to NE 29 for 33 yards (M.Flowers).,3,DET,40113.0,39975,DET,35,03:45:00,NP,NP,0,20,10,69.0,33.0,45,3.68,D,C,C,R,R,returner_tackled,Solo,DET 59,8-0-2,DET 24; DET 31
440,2018092313,2855,S.Martin kicks 65 yards from DET 35 to NE 0. C.Patterson to NE 21 for 21 yards (T.Walker).,4,DET,40113.0,39975,DET,35,12:44:00,NP,NP,0,23,10,65.0,21.0,75,4.03,D,L,L,R,R,returner_tackled,Solo,DET 47,8-0-2,DET 24; DET 31
441,2018092313,3644,"S.Martin kicks 63 yards from DET 35 to NE 2. C.Patterson to NE 25 for 23 yards (M.Killebrew). PENALTY on NE-J.Develin, Illegal Block Above the Waist, 8 yards, enforced at NE 16.",4,DET,40113.0,39975,DET,35,01:56:00,IBW,NE 46,8,26,10,63.0,14.0,75,3.76,D,L,L,C,C,NT,NT,NT,8-0-2,DET 24; DET 31
442,2018092400,37,"C.Catanzaro kicks 66 yards from TB 35 to PIT -1. R.Switzer pushed ob at PIT 30 for 31 yards (M.Stewart). PENALTY on PIT-J.Dangerfield, Offensive Holding, 10 yards, enforced at PIT 20.",1,TB,41736.0,44946,TB,35,15:00:00,OH,PIT 37,10,0,0,66.0,21.0,75,4.19,D,C,C,C,R,NT,NT,NT,8-0-2,TB 29; TB 36
444,2018092400,575,C.Boswell kicks 65 yards from PIT 35 to TB 0. S.Wilson to TB 17 for 17 yards (R.Nix).,1,PIT,41953.0,46805,PIT,35,05:48:00,NP,NP,0,7,6,65.0,17.0,45,3.96,D,C,C,C,C,returner_tackled,PIT 31,PIT 45,8-0-2,PIT 20; PIT 28
445,2018092400,1089,C.Boswell kicks 57 yards from PIT 35 to TB 8. S.Wilson to TB 24 for 16 yards (L.Fort).,2,PIT,41953.0,46805,PIT,35,12:14:00,NP,NP,0,7,9,57.0,16.0,75,4.24,D,C,C,C,C,returner_tackled,Solo,PIT 54,8-0-2,PIT 20; PIT 28
446,2018092400,1224,"C.Boswell kicks 57 yards from PIT 35 to TB 8. S.Wilson to TB 15 for 7 yards (N.Berhe). PENALTY on PIT-N.Berhe, Face Mask (15 Yards), 15 yards, enforced at TB 15.",2,PIT,41953.0,46805,PIT,35,10:33:00,FMM,PIT 31,-15,7,16,57.0,7.0,75,4.24,D,R,R,C,R,returner_tackled,Solo,PIT 31,8-0-2,PIT 20; PIT 28
447,2018092400,1810,C.Boswell kicks 55 yards from PIT 35 to TB 10. S.Wilson to TB 22 for 12 yards (T.Matakevich).,2,PIT,41953.0,46805,PIT,35,02:50:00,NP,NP,0,7,23,55.0,12.0,75,4.16,P,R,R,C,C,PIT 46,Solo,PIT 46,8-0-2,PIT 20
450,2018092400,2366,C.Boswell kicks 56 yards from PIT 35 to TB 9. S.Wilson to TB 25 for 16 yards (M.Thomas).,3,PIT,41953.0,46805,PIT,35,15:00:00,NP,NP,0,10,30,56.0,16.0,75,4.01,P,C,C,C,C,returner_tackled,PIT 44,PIT 46,8-0-2,PIT 20; PIT 28
459,2018092700,1327,D.Bailey kicks 67 yards from MIN 35 to LA -2. B.Countess to LA 25 for 27 yards (M.Hughes).,2,MIN,38134.0,43485,MIN,35,08:04:00,NP,NP,0,14,17,67.0,27.0,75,3.71,D,C,C,C,C,returner_tackled,Solo,MIN 21,8-0-2,MIN 21; MIN 23
465,2018092700,3151,D.Bailey kicks 66 yards from MIN 35 to LA -1. B.Countess to LA 25 for 26 yards (J.Kearse; R.Thomas).,3,MIN,38134.0,43485,MIN,35,03:35:00,NP,NP,0,31,28,66.0,26.0,75,3.69,D,C,C,R,R,MIN 24,MIN 32,MIN 27,8-0-2,MIN 21; MIN 23
468,2018093000,36,R.Bullock kicks 68 yards from CIN 35 to ATL -3. M.Hall pushed ob at 50 for 53 yards (D.Phillips).,1,CIN,38691.0,44074,CIN,35,15:00:00,NP,NP,0,0,0,68.0,53.0,45,4.04,D,L,L,R,R,CIN 04,Solo,CIN 23,8-0-2,CIN 23; CIN 36
469,2018093000,257,M.Bosher kicks 67 yards from ATL 35 to CIN -2. A.Erickson to CIN 33 for 35 yards (B.Wreh-Wilson).,1,ATL,37267.0,43663,ATL,35,10:27:00,NP,NP,0,7,0,67.0,35.0,75,4.04,D,C,C,C,C,returner_tackled,Solo,ATL 33,8-0-2,ATL 23; ATL 33
470,2018093000,460,"R.Bullock kicks 66 yards from CIN 35 to ATL -1. M.Hall to ATL 32 for 33 yards (S.Williams). PENALTY on ATL-B.Carter, Offensive Holding, 9 yards, enforced at ATL 18.",1,CIN,38691.0,44074,CIN,35,07:23:00,OH,ATL 55,9,7,7,66.0,19.0,45,4.08,D,C,L,L,C,NT,NT,NT,8-0-2,CIN 16; CIN 23
473,2018093000,1362,R.Bullock kicks 67 yards from CIN 35 to ATL -2. M.Hall to ATL 21 for 23 yards (B.Wilson).,2,CIN,38691.0,44074,CIN,35,08:11:00,NP,NP,0,14,21,67.0,23.0,75,3.92,D,R,R,L,L,returner_tackled,Solo,CIN 40,8-0-2,CIN 23; CIN 36
478,2018093000,3238,M.Bosher kicks 64 yards from ATL 35 to CIN 1. A.Erickson to CIN 48 for 47 yards (M.Bosher; B.Wreh-Wilson).,4,ATL,37267.0,43663,ATL,35,14:25:00,NP,NP,0,33,28,64.0,47.0,45,4.04,D,R,R,R,R,returner_tackled,ATL 05,ATL 33,8-0-2,ATL 23; ATL 33
484,2018093001,890,C.Parkey kicks 58 yards from CHI 35 to TB 7. J.Rodgers to TB 28 for 21 yards (S.McManis).,1,CHI,41688.0,37220,CHI,35,02:11:00,NP,NP,0,14,0,58.0,21.0,45,4.0,D,C,C,C,C,returner_tackled,Solo,CHI 27,8-0-2,CHI 22; CHI 38
485,2018093001,1069,C.Catanzaro kicks 70 yards from TB 35 to CHI -5. B.Cunningham to CHI 23 for 28 yards (J.Watson).,2,TB,41736.0,40249,TB,35,14:55:00,NP,NP,0,14,3,70.0,28.0,45,4.24,D,C,C,L,L,returner_tackled,Solo,TB 17,8-0-2,TB 22; TB 36
494,2018093002,600,B.Maher kicks 65 yards from DAL 35 to DET 0. J.Agnew ran ob at DET 23 for 23 yards (R.Smith).,1,DAL,40775.0,44978,DAL,35,04:30:00,NP,NP,0,3,0,65.0,23.0,75,3.98,D,C,C,R,R,returner_tackled,Solo,DAL 45,8-0-2,DAL 24; DAL 31
501,2018093002,2900,"S.Martin kicks 61 yards from DET 35 to DAL 4. D.Thompson to DAL 22 for 18 yards (Ch.Washington; N.Bellore). PENALTY on DAL-D.Wilson, Unnecessary Roughness, 10 yards, enforced at DAL 21.",4,DET,40113.0,39292,DET,35,14:20:00,UNR,DAL 57,10,20,17,61.0,17.0,75,3.88,D,C,C,C,C,NT,NT,NT,8-0-2,DET 24; DET 31
504,2018093003,36,"M.Crosby kicks 64 yards from GB 35 to BUF 1. T.Jones to BUF 19 for 18 yards (J.Jones, O.Burks).",1,GB,32386.0,37200,GB,35,15:00:00,NP,NP,0,0,0,64.0,18.0,75,3.87,D,R,R,L,L,returner_tackled,GB 27,GB 42,8-0-2,GB 23; GB 35; GB 42
506,2018093003,1089,M.Crosby kicks 69 yards from GB 35 to BUF -4. T.Jones to BUF 15 for 19 yards (J.Crawford).,2,GB,32386.0,37200,GB,35,11:05:00,NP,NP,0,13,0,69.0,19.0,45,3.74,D,R,R,C,C,returner_tackled,Solo,GB 54,8-0-2,GB 23; GB 27
512,2018093004,627,K.Fairbairn kicks 61 yards from HOU 35 to IND 4. Z.Pascal to IND 24 for 20 yards (B.Scarlett).,1,HOU,43846.0,45102,HOU,35,05:19:00,NP,NP,0,7,7,61.0,20.0,45,3.93,D,R,R,L,L,returner_tackled,Solo,HOU 57,8-0-2,HOU 20; HOU 31
515,2018093004,2376,R.Sanchez kicks 47 yards from IND 35 to HOU 18. A.Blue to HOU 31 for 13 yards (G.Odum).,2,IND,45153.0,41410,IND,35,00:02:00,NP,NP,0,10,21,47.0,13.0,45,0.0,Q,C,C,C,C,returner_tackled,Solo,IND 30,8-0-2,IND 27; IND 41
516,2018093004,2415,R.Sanchez kicks 58 yards from IND 35 to HOU 7. T.Ervin to HOU 21 for 14 yards (M.Adams).,3,IND,45153.0,43408,IND,35,15:00:00,NP,NP,0,10,21,58.0,14.0,75,4.11,D,L,L,R,R,returner_tackled,Solo,IND 49,8-0-2,IND 27; IND 41
518,2018093004,3124,"R.Sanchez kicks 63 yards from IND 35 to HOU 2. T.Ervin to HOU 21 for 19 yards (C.Moore, G.Odum).",3,IND,45153.0,43408,IND,35,05:14:00,NP,NP,0,17,28,63.0,19.0,75,4.18,D,C,C,R,R,returner_tackled,Solo,IND 36,8-0-2,IND 27; IND 41
519,2018093004,4000,"R.Sanchez kicks 64 yards from IND 35 to HOU 1. T.Ervin to HOU 24 for 23 yards (M.Farley, C.Milton).",4,IND,45153.0,43408,IND,35,07:41:00,NP,NP,0,23,28,64.0,23.0,45,4.12,D,L,L,C,C,returner_tackled,IND 28,IND 41,8-0-2,IND 27; IND 41
526,2018093005,634,J.Lambo kicks 65 yards from JAX 35 to NYJ 0. A.Roberts to NYJ 9 for 9 yards (C.Davis).,1,JAX,43068.0,35527,JAX,35,03:41:00,NP,NP,0,3,0,65.0,9.0,75,4.21,D,R,R,C,C,returner_tackled,Solo,JAX 22,8-0-2,JAX 26; JAX 36
